hpo_term,hpo_parent
HP:0003025,HP:0000944
HP:0011332,HP:0000324
HP:0005523,HP:0004377
HP:0001025,HP:0011276
HP:0410257,HP:0011897
HP:0002726,HP:0007499
HP:0011002,HP:0011001
HP:0000448,HP:0005105
HP:0002732,HP:0002733
HP:0001998,HP:0001943
HP:0001009,HP:0011276
HP:0001269,HP:0004374
HP:0009755,HP:0000492
HP:0002741,HP:0005420
HP:0000823,HP:0008373
HP:0000823,HP:0001510
HP:0000253,HP:0005484
HP:0000410,HP:0000405
HP:0000410,HP:0000407
HP:0000680,HP:0006481
HP:0000680,HP:0000684
HP:0003084,HP:0011314
HP:0003084,HP:0002757
HP:0003084,HP:0020110
HP:0000989,HP:0011122
HP:0003193,HP:0012384
HP:0003193,HP:0012393
HP:0003281,HP:0033331
HP:0003281,HP:0040133
HP:0200039,HP:0011123
HP:0040042,HP:0007592
HP:0040042,HP:0011136
HP:0006956,HP:0002119
HP:0006956,HP:0030047
HP:0001806,HP:0001597
HP:0001055,HP:0011123
HP:0002611,HP:0001396
HP:0005422,HP:0005415
HP:0000958,HP:0011121
HP:0025092,HP:0011124
HP:0000581,HP:0200007
HP:0012192,HP:0012190
HP:0006946,HP:0011450
HP:0410030,HP:0000159
HP:0001337,HP:0004305
HP:0001337,HP:0011442
HP:0003261,HP:0410240
HP:0003261,HP:0010702
HP:0000768,HP:0000766
HP:0032326,HP:0032260
HP:0011900,HP:0011898
HP:0011147,HP:0002121
HP:0000957,HP:0001034
HP:0032262,HP:0032260
HP:0033164,HP:0002583
HP:0001433,HP:0001744
HP:0001433,HP:0002240
HP:0032252,HP:0032251
HP:0007427,HP:0001000
HP:0033222,HP:0031394
HP:0006342,HP:0011065
HP:0011114,HP:0011113
HP:0000695,HP:0006288
HP:0002754,HP:0012649
HP:0002754,HP:0011843
HP:0005428,HP:0004429
HP:0030084,HP:0011297
HP:0006527,HP:0006515
HP:0006527,HP:0033582
HP:0030388,HP:0030386
HP:0030388,HP:0030374
HP:0031245,HP:0012735
HP:0011227,HP:0033331
HP:0011227,HP:0032436
HP:0002840,HP:0012649
HP:0002840,HP:0002733
HP:0012178,HP:0012177
HP:0005366,HP:0020096
HP:0005366,HP:0002205
HP:0011275,HP:0011274
HP:0008320,HP:0003540
HP:0031545,HP:0011839
HP:0010783,HP:0011276
HP:0000966,HP:0007550
HP:0034286,HP:0032255
HP:0002573,HP:0025085
HP:0002573,HP:0002239
HP:0000470,HP:0025668
HP:0000470,HP:0003319
HP:0002110,HP:0025426
HP:0002848,HP:0012475
HP:0002750,HP:0000927
HP:0000343,HP:0000288
HP:0011473,HP:0011472
HP:0002829,HP:0012531
HP:0033000,HP:0025423
HP:0001403,HP:0001397
HP:0005257,HP:0000765
HP:0032438,HP:0011875
HP:0040334,HP:0002257
HP:0025474,HP:0200035
HP:4000034,HP:0040088
HP:0002133,HP:0001250
HP:0011944,HP:0034784
HP:0031380,HP:0031378
HP:0003022,HP:0040071
HP:0003022,HP:0009821
HP:0003022,HP:0006495
HP:0011131,HP:0034915
HP:0025064,HP:0010663
HP:0040197,HP:0002060
HP:0000494,HP:0200006
HP:0008905,HP:0008873
HP:0008905,HP:0009826
HP:0000158,HP:0003712
HP:0000158,HP:0030809
HP:0034295,HP:0002500
HP:0012092,HP:0012091
HP:0000455,HP:0000436
HP:0031398,HP:0031396
HP:0000599,HP:0009553
HP:0000599,HP:0000290
HP:0002232,HP:0011360
HP:0002232,HP:0001596
HP:0040311,HP:0001369
HP:0002236,HP:0010721
HP:0002972,HP:0002963
HP:0000298,HP:0004673
HP:0550004,HP:0200043
HP:0100651,HP:0000819
HP:0002171,HP:0100705
HP:0000135,HP:0000080
HP:0000135,HP:0008373
HP:0032216,HP:0025090
HP:0000883,HP:0000772
HP:0040079,HP:0006482
HP:0002024,HP:0025032
HP:0000970,HP:0025276
HP:0011330,HP:0005556
HP:0000369,HP:0000357
HP:0000668,HP:0009804
HP:0032518,HP:0032516
HP:0012312,HP:0012310
HP:0040052,HP:0000499
HP:0000518,HP:0000517
HP:0002740,HP:0005420
HP:0002742,HP:0005420
HP:0020103,HP:0020101
HP:0012133,HP:0012131
HP:0030813,HP:0100765
HP:0410338,HP:0012393
HP:0000280,HP:0001999
HP:0020102,HP:0032255
HP:0000582,HP:0200006
HP:0000491,HP:0100533
HP:0000491,HP:0011495
HP:0410255,HP:0001875
HP:0045075,HP:0100840
HP:0025439,HP:0033151
HP:0002243,HP:0002244
HP:0000047,HP:0100627
HP:0000411,HP:0000377
HP:0025163,HP:0000587
HP:0032336,HP:0010701
HP:0032564,HP:0001549
HP:0003270,HP:0011458
HP:0002650,HP:0010674
HP:0001531,HP:0001508
HP:0031808,HP:0031806
HP:0008940,HP:0002716
HP:0005419,HP:0410035
HP:0032435,HP:0010881
HP:0010444,HP:0031654
HP:0410028,HP:0005353
HP:0410397,HP:0025426
HP:0005681,HP:0001370
HP:0011749,HP:0010514
HP:0030257,HP:0012293
HP:0001727,HP:0001907
HP:0002162,HP:0025668
HP:0002162,HP:0030141
HP:0034241,HP:0011420
HP:0410331,HP:0410332
HP:0004432,HP:0004313
HP:0008897,HP:0001510
HP:0000574,HP:0000534
HP:0004629,HP:0008479
HP:0002415,HP:0011400
HP:0004430,HP:0005387
HP:0010620,HP:0010668
HP:0004467,HP:0100277
HP:0005425,HP:0002205
HP:0007359,HP:0001250
HP:0001682,HP:0011103
HP:0100825,HP:0000159
HP:0001712,HP:0001714
HP:0001712,HP:0001711
HP:0000207,HP:0011338
HP:0012745,HP:0200007
HP:0033253,HP:0030355
HP:0002652,HP:0011842
HP:0002275,HP:0011443
HP:0000126,HP:0010946
HP:0003249,HP:0012243
HP:0033399,HP:0001945
HP:0004691,HP:0001770
HP:0025044,HP:0011947
HP:0025044,HP:0025615
HP:0000980,HP:0011121
HP:0001541,HP:0001438
HP:0032339,HP:0003212
HP:0000265,HP:0000264
HP:0003496,HP:0410243
HP:0003496,HP:0010702
HP:0000506,HP:0000492
HP:0030991,HP:0030151
HP:0007874,HP:0200005
HP:0031891,HP:0020064
HP:0040186,HP:4000054
HP:0002113,HP:0031983
HP:0009778,HP:0009601
HP:0009778,HP:0009381
HP:0002849,HP:0002733
HP:0031417,HP:0031416
HP:0005376,HP:0005420
HP:0005280,HP:0000422
HP:0012476,HP:0012475
HP:0011949,HP:0002090
HP:0100704,HP:0000505
HP:0033628,HP:0011458
HP:0200124,HP:0200123
HP:0006528,HP:0002795
HP:0005352,HP:0005374
HP:0000248,HP:0002683
HP:0001824,HP:0004325
HP:0002961,HP:0004313
HP:0033677,HP:0004887
HP:0000670,HP:0011061
HP:0002223,HP:0100840
HP:0002223,HP:0002298
HP:0000089,HP:0008678
HP:0011371,HP:0004429
HP:0011371,HP:0001581
HP:0020072,HP:0032248
HP:0001518,HP:0004325
HP:0002209,HP:0100037
HP:0002209,HP:0008070
HP:0000402,HP:0000372
HP:0001973,HP:0002960
HP:0001973,HP:0001873
HP:0003095,HP:0001369
HP:0030717,HP:0002586
HP:0000613,HP:0000504
HP:0000613,HP:5200058
HP:0005401,HP:0002841
HP:0100582,HP:0000433
HP:0002574,HP:0002027
HP:0002574,HP:0032148
HP:0000540,HP:0000539
HP:0002023,HP:0034915
HP:0003565,HP:0033331
HP:0003565,HP:0025021
HP:0001212,HP:0011298
HP:0001212,HP:0001211
HP:0002058,HP:0004673
HP:0200119,HP:0012115
HP:0001522,HP:0011420
HP:0008348,HP:0032135
HP:0007165,HP:0002282
HP:0030381,HP:0030379
HP:0031368,HP:0002242
HP:0002194,HP:0001270
HP:0001394,HP:0410042
HP:0000637,HP:0200007
HP:0030005,HP:0025018
HP:0004844,HP:0001878
HP:0002516,HP:0012640
HP:0000358,HP:0000357
HP:0000509,HP:0025337
HP:0000509,HP:0100533
HP:0000509,HP:0000502
HP:0002860,HP:0008069
HP:0011950,HP:0011948
HP:0033748,HP:0033747
HP:0100281,HP:0002583
HP:0002680,HP:0002681
HP:0000967,HP:0031365
HP:0002789,HP:0002793
HP:0000160,HP:0011337
HP:0410323,HP:0012393
HP:0033005,HP:0100872
HP:0032894,HP:0032892
HP:0100501,HP:0002837
HP:0000100,HP:0012211
HP:0002040,HP:0002031
HP:0011102,HP:0011100
HP:0011102,HP:0001549
HP:0001894,HP:0011873
HP:0002289,HP:0001596
HP:0025289,HP:0002716
HP:0002028,HP:0002014
HP:0000527,HP:0000499
HP:0032323,HP:0001954
HP:0001482,HP:0200036
HP:0000403,HP:0000388
HP:0000403,HP:0002719
HP:0004394,HP:0006753
HP:0001923,HP:0004312
HP:0002150,HP:0011280
HP:0006254,HP:0045056
HP:0001344,HP:0000750
HP:0001344,HP:0002167
HP:0033006,HP:0033137
HP:0025725,HP:0010959
HP:0007340,HP:0003690
HP:0000490,HP:0100886
HP:0011229,HP:0000534
HP:0004388,HP:0100811
HP:0000592,HP:0000591
HP:0010864,HP:0001249
HP:0000987,HP:0100699
HP:0000987,HP:0011355
HP:0002947,HP:0002808
HP:0002947,HP:0005905
HP:0033724,HP:0004936
HP:0033724,HP:0033723
HP:0005390,HP:0031690
HP:0005390,HP:0002719
HP:0100726,HP:0008069
HP:0000572,HP:0000505
HP:0030252,HP:0010976
HP:0011834,HP:0009145
HP:0008689,HP:0000028
HP:0002878,HP:0002093
HP:0008404,HP:0001597
HP:0006297,HP:0000682
HP:0006297,HP:0000685
HP:0200021,HP:0003043
HP:0100759,HP:0001217
HP:0100759,HP:0001211
HP:0011471,HP:0008872
HP:0011471,HP:0033454
HP:0000175,HP:0000202
HP:0000175,HP:0000174
HP:0200048,HP:0000961
HP:0200117,HP:0002788
HP:0200117,HP:0002783
HP:0011344,HP:0001263
HP:0001701,HP:0045073
HP:0001701,HP:0001697
HP:0034315,HP:0012735
HP:0020106,HP:0020104
HP:0000618,HP:0007663
HP:0012648,HP:0012647
HP:0005517,HP:0012190
HP:0100649,HP:0034930
HP:0100649,HP:0000163
HP:0000348,HP:0000290
HP:0003347,HP:0004332
HP:0000219,HP:0000233
HP:0000219,HP:0011339
HP:0000704,HP:0000168
HP:0000704,HP:0012649
HP:0000704,HP:0000164
HP:0000337,HP:0000290
HP:0040165,HP:0030313
HP:0002187,HP:0001249
HP:0011108,HP:0002788
HP:0011108,HP:0000246
HP:0001723,HP:0001638
HP:0002851,HP:0031399
HP:0000007,HP:0034345
HP:0000486,HP:0000549
HP:0000238,HP:0002921
HP:0000238,HP:0002118
HP:0000832,HP:0000821
HP:0004870,HP:0001878
HP:0010557,HP:0004097
HP:0010557,HP:0005922
HP:0012203,HP:0002841
HP:0000607,HP:0100678
HP:0000607,HP:0000606
HP:0032071,HP:0006530
HP:0004385,HP:0002014
HP:0001915,HP:0001876
HP:0005404,HP:0100827
HP:0005404,HP:0010975
HP:0100313,HP:0002955
HP:0100313,HP:0002060
HP:0031693,HP:0031691
HP:0002724,HP:0002841
HP:0000679,HP:0006479
HP:0000679,HP:0006486
HP:0000679,HP:0011071
HP:0001883,HP:0005656
HP:0007607,HP:0000968
HP:0001890,HP:0002960
HP:0001890,HP:0001878
HP:0004469,HP:0012387
HP:0002553,HP:0000534
HP:0004387,HP:0002583
HP:0001648,HP:0001707
HP:0031035,HP:0032101
HP:0012395,HP:0012393
HP:0012105,HP:0002120
HP:0001655,HP:0001631
HP:0000520,HP:0100886
HP:0003700,HP:0003202
HP:0007430,HP:0000969
HP:0500265,HP:0410392
HP:0500265,HP:0020177
HP:0011133,HP:0011017
HP:0012302,HP:0033993
HP:0033428,HP:0012649
HP:0000718,HP:5200241
HP:0002986,HP:0045008
HP:0002986,HP:0003956
HP:0010579,HP:0005930
HP:0007229,HP:0002514
HP:0012227,HP:0008661
HP:0004395,HP:0011458
HP:0001629,HP:0010438
HP:0008569,HP:0008551
HP:0000639,HP:0012547
HP:0001537,HP:0004299
HP:0001537,HP:0001551
HP:0012330,HP:0000123
HP:0410385,HP:0032183
HP:0002352,HP:0002060
HP:0002170,HP:0100659
HP:0002170,HP:0011029
HP:0011267,HP:0008551
HP:0002540,HP:0001288
HP:0030828,HP:0030829
HP:0006454,HP:0003336
HP:0006454,HP:0003045
HP:0410018,HP:0002719
HP:0006510,HP:0006536
HP:0002645,HP:0011329
HP:0040185,HP:0001873
HP:0040185,HP:0011877
HP:0410295,HP:0410294
HP:0005103,HP:0100593
HP:0005103,HP:3000022
HP:0005103,HP:0000377
HP:0033221,HP:0031394
HP:0002140,HP:0001297
HP:0002140,HP:0025722
HP:0002140,HP:0002637
HP:0000230,HP:0000168
HP:0001215,HP:0100490
HP:0001004,HP:0000969
HP:0000431,HP:0000422
HP:0000445,HP:0005105
HP:0100838,HP:0002722
HP:0100838,HP:0031292
HP:0100838,HP:0005406
HP:0030830,HP:0030829
HP:0030072,HP:0012720
HP:0030072,HP:0000245
HP:0033431,HP:0033432
HP:0033431,HP:0031692
HP:0002321,HP:0001751
HP:0002714,HP:0011338
HP:0410393,HP:0410391
HP:0012225,HP:0000677
HP:0001251,HP:0011443
HP:0009098,HP:0002728
HP:0003073,HP:0012116
HP:0003460,HP:0002720
HP:0002099,HP:0002795
HP:0002099,HP:0100326
HP:0012204,HP:0002728
HP:5000011,HP:0030057
HP:0032557,HP:0430103
HP:0000664,HP:0002219
HP:0000664,HP:0000534
HP:0032061,HP:0001880
HP:0031273,HP:0011025
HP:0007431,HP:0008064
HP:0002204,HP:0030875
HP:0025419,HP:0032445
HP:0200141,HP:0000698
HP:0200141,HP:0000691
HP:4000029,HP:0030057
HP:0410377,HP:0031397
HP:0000099,HP:0000123
HP:0000099,HP:0000095
HP:0002608,HP:0002244
HP:0002608,HP:0100326
HP:0001289,HP:0100543
HP:0000895,HP:0000889
HP:0012189,HP:0002665
HP:0000420,HP:0000419
HP:0025188,HP:0008046
HP:0005407,HP:0500267
HP:0005407,HP:0032218
HP:0005407,HP:0005403
HP:0033834,HP:0025142
HP:0002725,HP:0002960
HP:0020087,HP:0020085
HP:0006538,HP:0002205
HP:0002572,HP:0002013
HP:0030049,HP:0011450
HP:0030049,HP:0025615
HP:0100539,HP:0000282
HP:0100539,HP:0000606
HP:0001256,HP:0001249
HP:0100760,HP:0010161
HP:0100760,HP:0001217
HP:0020086,HP:0020085
HP:0410301,HP:0410299
HP:0410378,HP:0410373
HP:0000894,HP:0006710
HP:0012736,HP:0001263
HP:0410151,HP:0032064
HP:0410151,HP:0100633
HP:0030718,HP:0025580
HP:0000201,HP:0031816
HP:0002643,HP:0002093
HP:6000010,HP:0007546
HP:0045080,HP:0025540
HP:0000308,HP:0000347
HP:0000308,HP:0000278
HP:0007588,HP:0007400
HP:0003811,HP:0011420
HP:0032215,HP:0200043
HP:0001698,HP:0001697
HP:0040219,HP:0500033
HP:0011946,HP:0006530
HP:0000444,HP:0011119
HP:0000311,HP:0001999
HP:0032437,HP:0032436
HP:0007112,HP:0002120
HP:0033587,HP:0025615
HP:0001635,HP:0011025
HP:0040187,HP:0100806
HP:0009789,HP:0034915
HP:0009789,HP:0031292
HP:0045074,HP:0100840
HP:0004796,HP:0012719
HP:0007041,HP:0001287
HP:0040218,HP:0040089
HP:0006766,HP:0005584
HP:0008058,HP:0008057
HP:0008058,HP:0000587
HP:0000938,HP:0004349
HP:0001156,HP:0011927
HP:0410354,HP:0012349
HP:0005521,HP:0001977
HP:0032249,HP:0032255
HP:0003075,HP:0010876
HP:0001338,HP:0001274
HP:0040126,HP:0004341
HP:0031694,HP:0031691
HP:0005639,HP:0430046
HP:0000384,HP:0010609
HP:0000384,HP:0000383
HP:0005528,HP:0012145
HP:0002206,HP:0006530
HP:0034890,HP:0034889
HP:0100324,HP:0001072
HP:0033605,HP:0000988
HP:0011343,HP:0001263
HP:4000201,HP:0012379
HP:0033700,HP:0000988
HP:0008866,HP:0032169
HP:0008866,HP:0001508
HP:0008866,HP:0002719
HP:0001019,HP:0011123
HP:0003139,HP:0004313
HP:0100867,HP:0012848
HP:0100867,HP:0002246
HP:0033255,HP:0002101
HP:0005263,HP:0004295
HP:0007459,HP:0025276
HP:0000648,HP:0012795
HP:0000371,HP:0000388
HP:0002041,HP:0002014
HP:0007018,HP:0000736
HP:0007018,HP:0000752
HP:0031123,HP:0004798
HP:0030417,HP:0030416
HP:0410328,HP:0500093
HP:0002202,HP:0000969
HP:0002202,HP:0002103
HP:0002021,HP:0004400
HP:0032137,HP:0032135
HP:0410017,HP:0000372
HP:0012500,HP:0200034
HP:0032167,HP:0032166
HP:0002315,HP:0012638
HP:0002842,HP:0005420
HP:0000155,HP:0031446
HP:0001741,HP:0100587
HP:0007238,HP:0002514
HP:0005764,HP:0005195
HP:0000829,HP:0011767
HP:0031413,HP:0031412
HP:0002850,HP:0004313
HP:0002850,HP:0410243
HP:0008163,HP:0011731
HP:0008163,HP:0008207
HP:0000350,HP:0000290
HP:0007892,HP:0011479
HP:0001947,HP:0000124
HP:0001947,HP:0001942
HP:0030253,HP:0005435
HP:0030253,HP:0031379
HP:0002743,HP:0004429
HP:0410333,HP:0500093
HP:0001904,HP:0002960
HP:0001904,HP:0001875
HP:0000010,HP:0011277
HP:0000010,HP:0002719
HP:0000105,HP:0012210
HP:0002593,HP:0002242
HP:0002593,HP:0031842
HP:0003691,HP:0001435
HP:0003691,HP:0000782
HP:0000972,HP:0007556
HP:0000972,HP:0010765
HP:0410324,HP:0012393
HP:0001257,HP:0001276
HP:0001257,HP:0002493
HP:0000394,HP:0000377
HP:0001252,HP:0003808
HP:0001640,HP:0001627
HP:0031402,HP:0031379
HP:0031402,HP:0031404
HP:0400008,HP:0000140
HP:0100750,HP:0031983
HP:0002213,HP:0010719
HP:0100658,HP:0003549
HP:0410298,HP:0410294
HP:0000872,HP:0002960
HP:0000872,HP:0100646
HP:0100613,HP:0033763
HP:0031864,HP:0031863
HP:0030350,HP:0200034
HP:0003765,HP:0011123
HP:0040075,HP:0011747
